,userId,movieId,rating,timestamp
84,2,495,3.0,835355860
85,2,518,5.0,835355817
86,2,519,3.0,835355790
87,2,520,3.0,835355779
88,2,521,3.0,835355441
89,2,522,5.0,835355697
90,2,523,5.0,835355395
91,2,524,5.0,835355395
92,2,525,3.0,835355511
93,2,543,3.0,835355932
94,2,567,4.0,835356141
95,2,607,4.0,835355978
96,3,56,3.0,1298861675
97,3,100,4.0,1298922049
98,3,219,3.5,1298861637
99,3,239,3.0,1298861761
100,3,266,4.5,1298862418
101,3,284,5.0,1298862121
102,3,320,2.5,1298861589
103,3,321,5.0,1298862167
104,3,341,2.5,1298923242
105,3,472,3.0,1298862528
106,3,521,3.0,1298922100
107,3,524,3.0,1298923247
108,3,525,3.0,1298921840
109,3,527,2.0,1298923260
110,3,617,3.5,1298932787
111,3,642,4.0,1298863157
112,3,699,3.0,1298861687
113,3,954,5.0,1298932770
114,3,966,3.0,1298921795
115,3,990,4.0,1298861628
116,3,1025,3.0,1298861605
117,3,1118,4.0,1298861658
118,3,1253,3.5,1298922089
119,3,1359,4.5,1298923236
120,3,1455,4.0,1298863143
121,3,1590,4.0,1298921862
122,3,1834,4.0,1298861753
123,3,2010,3.0,1298861789
124,3,2156,3.0,1298862710
125,3,2162,3.5,1298861796
126,3,2173,3.0,1298924017
127,3,2212,3.5,1298922057
128,3,2273,4.0,1298861733
129,3,2288,4.0,1298921825
130,3,2374,5.0,1298862874
131,3,2599,3.0,1298861968
132,3,2804,4.0,1298861633
133,3,3157,5.0,1298863174
134,3,4085,3.0,1298923266
135,3,4259,3.5,1298862672
136,3,4610,3.0,1298922080
137,3,5026,2.5,1298921787
138,3,5127,3.0,1298922065
139,3,5480,3.5,1298861650
140,3,5485,3.0,1298932766
141,3,5904,3.5,1298862555
142,3,6383,3.5,1298932740
143,3,6557,4.5,1298862361
144,3,6601,4.5,1298862467
145,3,6916,3.0,1298922071
146,3,7733,4.0,1298922130
147,4,9,4.0,949810645
148,4,32,5.0,949919556
149,4,102,5.0,949810582
150,4,122,5.0,949919681
151,4,132,4.0,949811346
152,4,152,3.0,949811346
153,4,163,3.0,949920047
154,4,232,5.0,949779042
155,4,259,4.0,949778802
156,4,266,5.0,949895708
157,4,294,3.0,949810618
158,4,314,5.0,949810582
159,4,321,5.0,949919763
160,4,322,5.0,949919681
161,4,328,5.0,949949538
162,4,331,4.0,949895887
163,4,344,3.0,949810534
164,4,361,3.0,949919883
165,4,380,3.0,949895772
166,4,383,4.0,949810688
167,4,384,1.0,949920135
168,4,389,4.0,949919802
169,4,391,4.0,949920028
170,4,412,4.0,949811315
171,4,427,5.0,949810582
172,4,485,5.0,949779091
173,4,521,5.0,949949486
174,4,522,5.0,949919938
175,4,523,3.0,949810534
176,4,526,5.0,949949538
177,4,528,5.0,949949638
178,4,537,4.0,949982238
179,4,543,5.0,949949444
180,4,695,5.0,949779022
181,4,724,5.0,949919189
182,4,731,4.0,949919306
183,4,734,5.0,949919247
184,4,740,5.0,949949396
185,4,815,4.0,949919454
186,4,820,4.0,949919322
187,4,826,5.0,949949638
188,4,832,5.0,949949638
189,4,834,5.0,949896377
190,4,835,5.0,949896377
191,4,836,5.0,949949538
192,4,837,5.0,949949638
193,4,840,5.0,949896244
194,4,866,5.0,949919372
195,4,870,5.0,949811523
196,4,880,5.0,949895732
197,4,888,5.0,949778771
198,4,902,5.0,949919399
199,4,904,5.0,949896275
200,4,912,5.0,949919372
201,4,952,5.0,949919419
202,4,953,5.0,949779173
203,4,954,5.0,949811490
204,4,955,5.0,949779173
205,4,957,5.0,949896244
206,4,962,5.0,949896159
207,4,964,5.0,949779173
208,4,966,5.0,949778714
209,4,969,5.0,949895708
210,4,970,5.0,949810261
211,4,975,5.0,949779173
212,4,976,5.0,949811523
213,4,978,5.0,949918693
214,4,981,5.0,949779173
215,4,985,5.0,949919372
216,4,994,5.0,949896244
217,4,997,5.0,949919519
218,4,1011,5.0,949811602
219,4,1012,5.0,949918743
220,4,1013,4.0,949811559
221,4,1019,5.0,949919591
222,4,1024,5.0,949811523
223,4,1032,5.0,949919372
224,4,1036,5.0,949949396
225,4,1039,4.0,949811559
226,4,1042,5.0,949811490
227,4,1045,5.0,949918743
228,4,1051,4.0,949918927
229,4,1060,4.0,949811602
230,4,1077,4.0,949896275
231,4,1079,5.0,949982274
232,4,1088,5.0,949919247
233,4,1100,4.0,949810582
234,4,1111,4.0,949810302
235,4,1112,3.0,949920004
236,4,1114,4.0,949918787
237,4,1116,3.0,949918904
238,4,1117,3.0,949810688
239,4,1120,5.0,949896377
240,4,1125,5.0,949810261
241,4,1126,4.0,949810302
242,4,1134,5.0,949895772
243,4,1234,3.0,949811230
244,4,1253,5.0,949919978
245,4,1322,4.0,949811559
246,4,1331,5.0,949896244
247,4,1406,1.0,949895864
248,4,1436,5.0,949919738
249,4,1480,4.0,949810688
250,4,1481,2.0,949895956
251,4,1515,5.0,949810261
252,4,1516,5.0,949810261
253,4,1523,5.0,949918743
254,4,1529,3.0,949949538
255,4,1530,5.0,949811559
256,4,1556,5.0,949896309
257,4,1562,5.0,949811602
258,4,1564,3.0,949895907
259,4,1565,2.0,949918970
260,4,1567,5.0,949896070
261,4,1576,4.0,949919454
262,4,1580,5.0,949778771
263,4,1582,4.0,949811738
264,4,1583,4.0,949896114
265,4,1594,4.0,949982239
266,4,1595,4.0,949896183
267,4,1607,5.0,949810618
268,4,1615,3.0,949896114
269,4,1624,5.0,949918648
270,4,1638,5.0,949949444
271,4,1640,5.0,949919306
272,4,1641,4.0,949982239
273,4,1645,5.0,949949444
274,4,1646,5.0,949896114
275,4,1647,5.0,949949638
276,4,1651,5.0,949896183
277,4,1654,4.0,949920028
278,4,1656,5.0,949949538
279,4,1660,5.0,949896114
280,4,1662,5.0,949949396
281,4,1665,4.0,949896114
282,4,1669,5.0,949919399
283,4,1670,3.0,949896309
284,4,1674,5.0,949918927
285,4,1675,5.0,949918994
286,4,1684,4.0,949919763
287,4,1698,5.0,949896070
288,4,1699,4.0,949982239
289,4,1701,4.0,949896114
290,4,1702,5.0,949811603
291,4,1716,5.0,949896070
292,4,1728,5.0,949896070
293,4,1743,3.0,949896070
294,4,1744,5.0,949918764
295,4,1776,4.0,949811559
296,4,1789,3.0,949896309
297,4,1794,5.0,949895772
298,4,1811,5.0,949919556
299,4,1859,4.0,949918927
300,4,1881,4.0,949811603
301,4,1913,4.0,949918994
302,4,1916,5.0,949918994
303,4,1919,4.0,949810302
304,4,1961,5.0,949982274
305,4,1973,5.0,949918875
306,4,2044,4.0,949896275
307,4,2093,1.0,949895993
308,4,2103,5.0,949810582
309,4,2114,5.0,949810261
310,4,2130,3.0,949918671
311,4,2147,4.0,949896497
312,4,2159,4.0,949896497
313,4,2173,5.0,949811523
314,4,2180,5.0,949810582
315,4,2191,4.0,949778714
316,4,2218,1.0,949896521
317,4,2232,5.0,949919399
318,4,2235,5.0,949811490
319,4,2239,4.0,949811603
320,4,2241,5.0,949896070
321,4,2248,5.0,949811738
322,4,2261,3.0,949811230
323,4,2296,3.0,949918875
324,4,2301,5.0,949896114
325,4,2305,5.0,949896377
326,4,2328,2.0,949896309
327,4,2329,1.0,949896309
328,4,2338,4.0,949810534
329,4,2340,5.0,949811559
330,4,2380,5.0,949896070
331,4,2397,3.0,949896015
332,4,2398,5.0,949918807
333,4,2402,5.0,949810261
334,4,2422,3.0,949896543
335,4,2437,5.0,949949444
336,4,2442,4.0,949811559
337,4,2443,5.0,949919419
338,4,2458,5.0,949919656
339,4,2468,4.0,949918715
340,4,2493,4.0,949896275
341,4,2496,4.0,949811603
342,4,2500,5.0,949919738
343,4,2548,4.0,949918904
344,4,2580,2.0,949778946
345,4,2581,4.0,949811523
346,4,2607,5.0,949918970
347,4,2611,4.0,949919738
348,4,2619,3.0,949919845
349,4,2621,5.0,949895732
350,4,3208,2.0,949982238
351,5,2,4.0,1163374957
352,5,37,4.0,1163374952
353,5,96,4.0,1163374639
354,5,122,4.0,1163374242
355,5,129,4.0,1163374404
356,5,203,3.5,1163373762
357,5,249,4.5,1163373208
358,5,309,3.5,1163373636
359,5,321,4.0,1163374152
360,5,328,4.0,1163373752
361,5,331,4.0,1163373755
362,5,341,4.0,1163373610
363,5,389,4.0,1163374477
364,5,447,4.5,1163373718
365,5,519,4.0,1163374392
366,5,521,3.5,1163373551
367,5,527,4.0,1163374190
368,5,529,5.0,1163373711
369,5,652,3.5,1163374993
370,5,695,2.5,1163373651
371,5,724,3.5,1163373135
372,5,740,4.0,1163374286
373,5,826,4.0,1163373316
374,5,839,5.0,1163373103
375,5,951,3.0,1163374173
376,5,977,2.5,1163374239
377,5,1001,4.0,1163374582
378,5,1060,4.0,1163374495
379,5,1120,5.0,1163373044
380,5,1131,3.5,1163374165
381,5,1199,4.5,1163374608
382,5,1234,3.5,1163374562
383,5,1336,4.0,1163374214
384,5,1359,4.0,1163373744
385,5,1390,4.0,1163374601
386,5,1393,4.5,1163374251
387,5,1486,4.5,1163373726
388,5,1523,4.0,1163373675
389,5,1530,4.0,1163374324
390,5,1559,3.5,1163374593
391,5,1585,1.5,1163373188
392,5,1641,5.0,1163373109
393,5,1798,4.0,1163373276
394,5,1815,4.0,1163373251
395,5,1866,3.5,1163374184
396,5,1934,4.0,1163373193
397,5,2004,3.5,1163374290
398,5,2147,4.0,1163373679
399,5,2156,4.5,1163373293
400,5,2164,4.0,1163374246
401,5,2212,3.5,1163373743
402,5,2218,3.5,1163374947
403,5,2340,3.5,1163374278
404,5,2407,3.5,1163374127
405,5,2506,3.5,1163374263
406,5,2553,3.5,1163374408
407,5,2719,4.0,1163374137
408,5,3002,3.5,1163373148
409,5,3113,4.5,1163374235
410,5,3156,3.5,1163374198
411,5,3215,4.0,1163373273
412,5,3219,4.0,1163375025
413,5,3223,3.5,1163373696
414,5,3226,4.5,1163375145
415,5,3419,3.5,1163374103
416,5,3420,3.5,1163374354
417,5,3511,4.5,1163375033
418,5,3698,3.5,1163375131
419,5,3847,3.0,1163373548
420,5,3873,4.5,1163373616
421,5,4034,3.5,1163374995
422,5,4055,4.5,1163373299
423,5,4085,4.5,1163373606
424,5,4151,4.0,1163374443
425,5,4259,3.5,1163374206
426,5,4266,4.5,1163374389
427,5,4325,3.0,1163373688
428,5,4422,4.0,1163374533
429,5,4517,3.5,1163374491
430,5,4608,4.0,1163374572
431,5,4610,4.0,1163373626
432,5,4671,4.0,1163374455
433,5,4767,2.5,1163373238
434,5,4884,4.0,1163374511
435,5,5405,4.0,1163374742
436,5,5423,4.0,1163374381
437,5,5480,3.5,1163374118
438,5,5485,4.5,1163373593
439,5,5491,4.0,1163374426
440,5,5983,4.5,1163374340
441,5,5987,4.5,1163374702
442,5,5989,3.5,1163374177
443,5,6132,5.0,1163374211
444,5,6152,4.0,1163374517
445,5,6178,4.5,1163374227
446,5,6207,4.0,1163374275
447,5,6296,4.5,1163374283
448,5,6307,4.0,1163374144
449,5,6308,4.0,1163374167
450,5,6535,4.5,1163374357
451,6,101,4.0,1109258212
452,6,137,2.0,1108134263
453,6,152,2.0,1109258228
454,6,263,5.0,1108134539
455,6,528,4.0,1108134269
456,6,724,4.0,1108134299
457,6,961,5.0,1108134266
458,6,1004,4.5,1108134284
459,6,1013,4.5,1109258196
460,6,1030,4.5,1108134309
461,6,1039,4.5,1108134339
462,6,1102,2.0,1109258181
463,6,1303,2.0,1109258179
464,6,1340,2.0,1109258281
465,6,1374,2.0,1109258194
466,6,1449,0.5,1108134334
467,6,1473,3.0,1108134344
468,6,1563,3.0,1108134289
469,6,1581,4.0,1109258270
470,6,1632,4.0,1109258285
471,6,1728,4.0,1109258175
472,6,2004,3.5,1108134291
473,6,2025,3.0,1109258245
474,6,2026,4.0,1108134293
475,6,2062,1.0,1109258202
476,6,2129,2.0,1108134271
477,6,2154,4.0,1108134274
478,6,2180,3.0,1109258257
479,6,2211,4.5,1108134545
480,6,2318,3.0,1109258199
481,6,2453,1.0,1108134337
482,6,2506,4.0,1109258183
483,6,2645,3.5,1109258250
484,6,3000,1.5,1109258190
485,6,3644,1.5,1109258217
486,6,3858,1.5,1109258226
487,6,4395,5.0,1108134311
488,6,4991,3.0,1108134534
489,6,5026,5.0,1108134519
490,6,5127,4.0,1108134524
491,6,5399,3.5,1108134526
492,6,5485,4.0,1108134537
493,6,5538,3.0,1108134531
494,6,5584,4.5,1108134521
495,7,0,3.0,851866703
496,7,9,3.0,851869035
497,7,20,3.0,851867289
498,7,30,3.0,851868750
499,7,32,4.0,851867861
500,7,38,4.0,851866901
501,7,96,3.0,851866744
502,7,100,5.0,851868188
503,7,102,4.0,851866720
504,7,122,4.0,851866704
505,7,130,4.0,851868206
506,7,174,2.0,851868704
507,7,183,3.0,851868705
508,7,232,5.0,851869062
509,7,244,3.0,851868188
510,7,282,2.0,851869161
511,7,284,5.0,851868187
512,7,294,3.0,851868524
513,7,298,3.0,851867345
514,7,310,3.0,851867621
515,7,320,3.0,851867941
516,7,321,3.0,851868188
517,7,322,3.0,851867436
518,7,328,3.0,851868020
519,7,331,3.0,851867790
520,7,341,3.0,851869291
521,7,344,4.0,851869291
522,7,427,4.0,851869161
523,7,447,3.0,851867669
524,7,478,4.0,851868246
525,7,483,3.0,851867688
526,7,485,4.0,851869035
527,7,494,4.0,851868019
528,7,521,4.0,851868044
529,7,522,3.0,851869140
530,7,523,4.0,851868186
531,7,524,3.0,851868863
532,7,526,4.0,851868020
533,7,527,3.0,851868044
534,7,537,3.0,851868074
535,7,575,4.0,851866806
536,7,599,3.0,851866744
537,7,607,5.0,851868019
538,7,610,2.0,851866784
539,7,617,1.0,851866704
540,7,618,1.0,851866763
541,7,622,5.0,851868020
542,7,644,3.0,851866703
543,7,650,2.0,851866744
544,7,745,4.0,851868289
545,7,840,3.0,851869102
546,7,866,3.0,851866744
547,7,870,4.0,851867320
548,7,871,4.0,851867289
549,7,888,3.0,851868308
550,7,902,3.0,851867553
551,7,906,3.0,851869103
552,7,912,4.0,851867289
553,7,916,5.0,851868019
554,7,953,5.0,851869034
555,7,954,3.0,851867289
556,7,955,5.0,851869035
557,7,966,5.0,851869034
558,7,976,4.0,851867379
559,7,979,5.0,851868044
560,7,981,5.0,851868246
561,7,986,4.0,851868321
562,7,994,4.0,851869062
563,7,996,5.0,851868289
564,7,1024,3.0,851867436
565,7,1029,4.0,851869080
566,7,1032,3.0,851867436
567,7,1041,4.0,851868332
568,7,1042,4.0,851867401
569,7,1045,3.0,851867320
570,7,1051,3.0,851868471
571,7,1055,4.0,851868471
572,7,1060,3.0,851867401
573,7,1097,3.0,851866935
574,7,1111,3.0,851869160
575,7,1112,3.0,851869102
576,7,1113,2.0,851869230
577,7,1114,4.0,851869035
578,7,1115,3.0,851869140
579,7,1116,3.0,851869062
580,7,1132,3.0,851867688
581,7,1140,5.0,851866978
582,7,1143,1.0,851869140
583,8,31,5.0,1154465405
584,8,43,2.5,1154389572
585,8,45,5.0,1154464836
586,8,48,5.0,1154400173
587,8,100,4.0,1154473268
588,8,232,3.5,1154464829
589,8,254,2.0,1154389420
590,8,266,4.0,1154465380
591,8,284,5.0,1154464714
592,8,321,4.0,1154400390
593,8,406,4.5,1154400475
594,8,466,3.5,1154389356
595,8,470,2.0,1154400357
596,8,472,5.0,1154400170
597,8,487,5.0,1154389386
598,8,522,4.0,1154464853
599,8,525,4.5,1154464833
600,8,550,4.0,1154400284
601,8,661,3.5,1154389432
602,8,695,5.0,1154400181
603,8,953,3.5,1154464841
604,8,954,4.0,1154464887
605,8,955,4.0,1154464730
606,8,966,4.0,1154464769
607,8,975,4.0,1154465573
608,8,981,4.0,1154465394
609,8,1012,4.0,1154465555
610,8,1013,4.0,1154464811
611,8,1019,3.0,1154465230
612,8,1024,4.0,1154464747
613,8,1045,4.0,1154464720
614,8,1055,3.5,1154400465
615,8,1102,0.5,1154474527
616,8,1125,4.0,1154465285
617,8,1131,3.0,1154400324
618,8,1209,4.0,1154465235
619,8,1239,3.0,1154389408
620,8,1288,3.5,1154464990
621,8,1294,5.0,1154389385
622,8,1331,4.0,1154389491
623,8,1352,4.0,1154473252
624,8,1379,3.0,1154400308
625,8,1390,5.0,1154400458
626,8,1449,3.5,1154389528
627,8,1523,5.0,1154473322
628,8,1590,4.0,1154473259
629,8,1660,3.0,1154389460
630,8,1697,3.0,1154465222
631,8,1744,4.5,1154464735
632,8,1821,4.5,1154400414
633,8,1839,4.0,1154464850
634,8,1843,5.0,1154473217
635,8,1864,3.5,1154389340
636,8,1933,3.5,1154400351
637,8,2004,5.0,1154464889
638,8,2062,5.0,1154464738
639,8,2173,3.5,1154464944
640,8,2212,4.5,1154464717
641,8,2218,2.5,1154389541
642,8,2235,4.5,1154465558
643,8,2241,3.5,1154400340
644,8,2248,3.5,1154473419
645,8,2273,3.0,1154400360
646,8,2288,4.5,1154464950
647,8,2340,5.0,1154473364
648,8,2374,4.0,1154464901
649,8,2531,4.5,1154400266
650,8,2860,5.0,1154400441
651,8,3127,3.5,1154400198
652,8,3156,4.0,1154389482
653,8,3199,4.0,1154465526
654,8,3213,4.5,1154464873
655,8,3220,3.5,1154400245
656,8,3233,4.5,1154465279
657,8,3367,5.0,1154464905
658,8,3387,4.0,1154464915
659,8,3512,2.5,1154400334
660,8,3805,3.5,1154464808
661,8,3812,3.5,1154400398
662,8,3847,4.5,1154400383
663,8,3856,4.0,1154465373
664,8,3871,3.5,1154464819
665,8,3873,3.5,1154389449
666,8,3922,5.0,1154400236
667,8,4103,3.5,1154389552
668,8,4139,4.5,1154400449
669,8,4151,4.0,1154464756
670,8,4239,4.0,1154400407
671,8,4251,4.0,1154465399
672,8,4259,3.0,1154465385
673,8,4395,4.0,1154464762
674,8,4417,3.5,1154400444
675,8,4610,4.0,1154389474
676,8,4611,3.0,1154400191
677,8,4852,4.0,1154464895
678,8,4855,5.0,1154465296
679,8,4858,3.0,1154400253
680,8,5020,3.5,1154400294
681,8,5026,4.0,1154464753
682,8,5127,4.0,1154465367
683,8,5152,4.0,1154464994
684,8,5448,2.5,1154400471
685,8,5538,4.5,1154464868
686,8,5583,4.0,1154465499
687,8,5584,3.0,1154465548
688,8,6102,3.5,1154465243
689,8,6132,4.5,1154473310
690,8,6139,4.5,1154400263
691,8,6158,4.5,1154464726
692,8,6178,3.5,1154400423
693,8,6288,3.5,1154473088
694,8,6296,3.5,1154473264
695,8,6320,2.0,1154473042
696,8,6357,3.5,1154473022
697,8,6368,3.0,1154473014
698,8,6380,3.0,1154473017
699,9,0,4.0,938629179
700,9,16,4.0,938628337
701,9,25,3.0,938628655
702,9,34,5.0,938629110
703,9,45,3.0,938628897
704,9,284,4.0,938628966
705,9,444,4.0,938628777
706,9,461,4.0,938628577
707,9,472,5.0,938628843
708,9,478,5.0,938628337
709,9,525,4.0,938628843
710,9,535,5.0,938628843
711,9,615,2.0,938628337
712,9,857,5.0,938629250
713,9,936,3.0,938629470
714,9,1101,4.0,938628655
715,9,1102,4.0,938628450
716,9,1146,3.0,938628655
717,9,1231,2.0,938628777
718,9,1257,4.0,938629341
719,9,1334,4.0,938629054
720,9,1336,5.0,938628690
721,9,1352,4.0,938628966
722,9,1359,3.0,938629470
723,9,1393,5.0,938628966
724,9,1590,4.0,938629341
725,9,1685,4.0,938629522
726,9,1698,4.0,938629747
727,9,1777,4.0,938629053
728,9,1794,3.0,938629053
729,9,1798,3.0,938628777
730,9,1801,4.0,938628897
731,9,1813,4.0,938629341
732,9,1815,2.0,938629250
733,9,1821,4.0,938628843
734,9,1901,4.0,939122916
735,9,1906,4.0,938628577
736,9,1936,2.0,938629681
737,9,1992,3.0,938629681
738,9,2003,4.0,938628966
739,9,2035,2.0,938629341
740,9,2062,5.0,938628450
741,9,2103,3.0,938628843
742,9,2212,4.0,938627748
743,9,2287,4.0,938629681
744,10,48,5.0,942766420
745,10,131,4.0,942766793
746,10,284,4.0,942766515
747,10,309,3.0,942766603
748,10,310,4.0,942766603
749,10,524,3.0,942767328
750,10,616,4.0,942766974
751,10,840,3.0,942767258
752,10,880,3.0,942766420
753,10,891,2.0,942767328
754,10,904,4.0,942767328
755,10,953,4.0,942767258
756,10,954,4.0,942767258
757,10,955,4.0,942767258
758,10,957,4.0,942767258
759,10,966,4.0,942767258
760,10,976,3.0,942767328
761,10,994,4.0,942767258
762,10,1045,4.0,942767258
763,10,1102,5.0,942766420
764,10,1155,4.0,942766420
765,10,1181,3.0,942766725
766,10,1208,3.0,942766845
767,10,1282,5.0,942767029
768,10,1343,3.0,942766679
769,10,1352,4.0,942766472
770,10,1358,5.0,942766472
771,10,1458,2.0,942766845
772,10,1486,5.0,942766515
773,10,1668,3.0,942766472
774,10,1855,5.0,942766991
775,10,1916,4.0,942767328
776,10,1920,2.0,942767328
777,10,2035,4.0,942766845
778,10,2062,5.0,942766515
779,10,2263,5.0,942766109
780,10,2264,3.0,942766251
781,10,2272,3.0,942766213
782,10,2273,4.0,942766029
783,10,2309,3.0,942766164
784,10,2318,4.0,942765978
785,10,2333,2.0,942766213
786,10,2348,5.0,942767121
787,10,2405,2.0,942766251
788,10,2414,3.0,942766059
789,10,2425,4.0,942767571
790,11,48,5.0,1391658537
791,11,65,1.0,1391656827
792,11,114,4.0,1391657561
793,11,148,3.0,1391657297
794,11,266,5.0,1391658423
795,11,642,4.5,1391658505
796,11,649,3.5,1391656845
797,11,744,5.0,1391658556
798,11,831,4.5,1391658634
799,11,958,5.0,1391658440
800,11,1143,5.0,1391658667
801,11,1481,3.0,1391657062
802,11,1603,3.5,1391657376
803,11,2079,4.5,1391657543
804,11,2212,3.0,1391658583
805,11,2730,3.0,1391657112
806,11,4259,3.0,1391658601
807,11,4718,5.0,1391657861
808,11,5830,5.0,1391658574
809,11,6539,5.0,1391658450
810,11,6635,4.0,1391657605
811,11,6901,4.5,1391657459
812,11,7323,3.5,1391657720
813,11,7525,4.5,1391658141
814,11,7575,4.0,1391658115
815,11,7619,4.5,1391658399
816,11,7642,3.0,1391658137
817,11,7651,4.0,1391658210
818,11,7659,3.5,1391658218
819,11,7843,4.0,1391658385
820,11,7951,4.5,1391658311
821,11,7953,4.5,1391658125
822,11,7956,4.0,1391658270
823,11,8112,4.0,1391658186
824,11,8147,4.0,1391657924
825,11,8182,4.0,1391657610
826,11,8405,5.0,1391658157
827,11,8454,5.0,1391657798
828,12,225,3.0,968045587
829,12,474,1.0,968045407
830,12,482,3.0,968045438
831,12,535,2.0,968045353
832,12,576,1.0,968045732
833,12,617,4.0,968045680
834,12,618,3.0,968045764
835,12,832,1.0,968045500
836,12,836,2.0,968045561
837,12,868,3.0,968045500
838,12,954,1.0,955407153
839,12,971,5.0,968045353
840,12,976,5.0,955407153
841,12,985,2.0,968045354
842,12,990,5.0,968045354
843,12,1048,1.0,955407153
844,12,1114,1.0,968045475
845,12,1125,4.0,968045475
846,12,1303,2.0,968045438
847,12,1367,3.0,968045529
848,12,1785,2.0,955407153
849,12,1866,2.0,968045475
850,12,1967,4.0,968045680
851,12,2026,1.0,968045475
852,12,2135,2.0,968045764
853,12,2374,4.0,968045407
854,12,2530,2.0,968045732
855,12,2532,1.0,968045379
856,12,2553,3.0,968045649
857,12,2556,2.0,968045354
858,12,2643,4.0,968045529
859,12,2661,1.0,968045732
860,12,2719,4.0,968045379
861,12,2773,4.0,955407153
862,12,3016,3.0,968045619
863,12,3018,2.0,968045680
864,12,3022,2.0,968045619
865,12,3031,1.0,968045232
866,12,3033,5.0,968045232
867,12,3034,3.0,968045232
868,12,3036,4.0,968045232
869,12,3037,1.0,968045198
870,12,3039,3.0,968045198
871,12,3045,3.0,968045172
872,12,3058,5.0,968045142
873,12,3060,2.0,968045142
874,12,3061,2.0,968045106
875,12,3062,4.0,968045106
876,12,3072,2.0,968045074
877,12,3074,1.0,968045074
878,12,3088,3.0,968045015
879,12,3089,5.0,968045015
880,12,3090,3.0,968045015
881,12,3091,5.0,968045015
882,12,3093,2.0,968044981
883,12,3095,2.0,968044981
884,12,3097,3.0,968044981
885,12,3100,5.0,968044949
886,12,3104,3.0,968044949
887,12,3105,2.0,968044949
888,12,4499,4.0,968045173
889,13,0,5.0,1331380058
890,13,45,2.5,1331380914
891,13,100,4.0,1331380038
892,13,249,4.0,1331379348
893,13,266,3.5,1331380895
894,13,284,4.5,1331380029
895,13,321,5.0,1331380018
896,13,326,4.5,1331379479
897,13,427,3.0,1331380025
898,13,470,3.5,1331379485
899,13,472,4.0,1331380901
900,13,475,4.0,1331379483
901,13,520,3.0,1331380851
902,13,523,4.0,1331380062
903,13,735,4.0,1331379366
904,13,740,3.5,1331380871
905,13,831,3.0,1331379520
906,13,1013,4.0,1331380814
907,13,1019,2.5,1331380845
908,13,1481,3.0,1331379386
909,13,1523,4.0,1331380745
910,13,1866,4.0,1331380741
911,13,2062,3.0,1331380888
912,13,2063,3.5,1331379777
913,13,2211,4.0,1331379470
914,13,2212,3.0,1331380765
915,13,2248,3.0,1331380731
916,13,2334,3.0,1331379494
917,13,2340,3.0,1331380761
918,13,2506,3.0,1331380738
919,13,2531,4.0,1331380752
920,13,2611,3.5,1331379342
921,13,2709,3.5,1331379599
922,13,2894,3.0,1331379574
923,13,3419,4.0,1331380721
924,13,3421,4.5,1331379506
925,13,3427,2.5,1331379589
926,13,3698,3.5,1331379530
927,13,3801,4.5,1331380145
